Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
11,1,All-cause mortality up to 30 days,<70 years,1,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,11,31,0.0,0.0,12,37,0.0,0.0,6.814381,1.094086,0.562922,2.126446,
11,1,All-cause mortality up to 30 days,<70 years,1,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,63,326,0.0,0.0,78,313,0.0,0.0,34.922993,0.775484,0.578213,1.040058,
11,1,All-cause mortality up to 30 days,≥ 70 years,2,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,9,18,0.0,0.0,7,12,0.0,0.0,6.807155,0.857143,0.440856,1.666515,
11,1,All-cause mortality up to 30 days,≥ 70 years,2,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,70,165,0.0,0.0,77,167,0.0,0.0,51.455471,0.92011,0.72246,1.171834,
11,2,All-cause mortality up to 120 days,<70 years,1,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,12,31,0.0,0.0,14,37,0.0,0.0,6.181072,1.023041,0.558313,1.874601,
11,2,All-cause mortality up to 120 days,<70 years,1,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,74,326,0.0,0.0,93,312,0.0,0.0,32.797738,0.761528,0.585471,0.990526,
11,2,All-cause mortality up to 120 days,≥ 70 years,2,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,11,18,0.0,0.0,9,12,0.0,0.0,9.34796,0.814815,0.497951,1.333311,
11,2,All-cause mortality up to 120 days,≥ 70 years,2,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,83,164,0.0,0.0,87,166,0.0,0.0,51.67323,0.965657,0.783171,1.190664,
12,1,All-cause mortality up to 30 days,High-income countries,1,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,133,491,0.0,0.0,155,480,0.0,0.0,83.977805,0.838841,0.690555,1.018969,
12,1,All-cause mortality up to 30 days,High-income countries,1,SUBGROUP_AND_OVERALL,Taboada 2021,2021,0.0,0.0,0.0,0.0,6,98,0.0,0.0,6,102,0.0,0.0,2.64012,1.040816,0.347464,3.117728,
12,1,All-cause mortality up to 30 days,Low- and middle-income countries,2,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,20,49,0.0,0.0,19,49,0.0,0.0,13.382075,1.052632,0.646614,1.713594,
12,2,All-cause mortality up to 120 days,High-income countries,1,SUBGROUP_AND_OVERALL,Munch 2021b,2021,0.0,0.0,0.0,0.0,157,490,0.0,0.0,180,478,0.0,0.0,81.507125,0.850862,0.715683,1.011573,
12,2,All-cause mortality up to 120 days,High-income countries,1,SUBGROUP_AND_OVERALL,Taboada 2021,2021,0.0,0.0,0.0,0.0,7,92,0.0,0.0,8,92,0.0,0.0,3.578181,0.875,0.330921,2.313617,
12,2,All-cause mortality up to 120 days,Low- and middle-income countries,2,SUBGROUP_AND_OVERALL,Maskin 2021,2021,0.0,0.0,0.0,0.0,23,49,0.0,0.0,23,49,0.0,0.0,10.287271,1.0,0.656386,1.523493,
12,2,All-cause mortality up to 120 days,Low- and middle-income countries,2,SUBGROUP_AND_OVERALL,Toroghi 2021,2021,0.0,0.0,0.0,0.0,31,86,0.0,0.0,8,47,0.0,0.0,4.627422,2.117733,1.060975,4.227047,
